student_id,course_code,session,mid1,mid2,assignment,final,total_marks,grade
202223_163,CS305,2022-23,18.8,21.8,9.1,63.6,65.7,AB
202223_164,CS305,2022-23,19.0,19.3,3.8,59.0,59.4,BC
202223_165,CS305,2022-23,23.5,19.7,8.9,56.5,67.9,AB
202223_166,CS305,2022-23,18.9,20.3,8.9,74.7,70.9,AB
202223_167,CS305,2022-23,17.6,22.3,6.4,54.2,62.3,BC
202223_168,CS305,2022-23,29.7,16.2,8.4,67.5,69.7,AB
202223_169,CS305,2022-23,19.9,25.9,7.4,43.7,63.4,BC
202223_170,CS305,2022-23,12.0,19.8,5.5,45.1,49.3,C
202223_171,CS305,2022-23,18.8,13.6,4.5,27.6,38.3,D
202223_172,CS305,2022-23,14.2,11.6,7.9,42.0,45.4,CD
202223_173,CS305,2022-23,17.3,21.6,7.1,46.3,58.2,BC
202223_174,CS305,2022-23,18.0,21.0,6.4,59.9,60.9,BC
202223_175,CS305,2022-23,16.1,23.9,8.3,72.8,69.5,AB
202223_176,CS305,2022-23,21.4,20.3,7.4,62.0,65.7,AB
202223_177,CS305,2022-23,12.7,21.6,7.8,31.9,43.7,CD
202223_178,CS305,2022-23,18.8,29.1,10.0,84.8,88.9,A
202223_179,CS305,2022-23,13.1,23.1,8.9,61.6,62.4,BC
202223_180,CS305,2022-23,25.8,21.1,10.0,62.8,74.7,A
202223_181,CS305,2022-23,18.2,24.4,9.0,55.2,65.5,AB
202223_182,CS305,2022-23,12.8,21.2,5.7,44.5,48.2,C
202223_183,CS305,2022-23,6.6,24.5,5.8,28.3,40.7,CD
202223_184,CS305,2022-23,14.4,14.0,9.1,55.7,57.8,BC
202223_185,CS305,2022-23,17.7,17.1,6.9,41.1,50.2,C
202223_186,CS305,2022-23,18.7,11.8,9.1,54.3,59.6,BC
202223_187,CS305,2022-23,21.5,22.4,10.0,50.3,67.0,AB
202223_188,CS305,2022-23,17.7,18.5,5.8,44.6,54.6,C
202223_189,CS305,2022-23,17.4,24.9,6.8,50.5,59.2,BC
202223_190,CS305,2022-23,16.7,9.0,5.4,43.4,41.5,CD
202223_191,CS305,2022-23,17.1,8.1,7.9,50.0,48.1,C
202223_192,CS305,2022-23,20.3,19.6,8.5,69.0,70.1,AB
202223_193,CS305,2022-23,17.5,8.3,10.0,51.7,54.4,C
202223_194,CS305,2022-23,16.0,20.1,3.0,44.0,43.7,CD
202223_195,CS305,2022-23,20.8,11.8,5.1,66.5,60.0,BC
202223_196,CS305,2022-23,17.3,18.7,6.9,39.6,51.1,C
202223_197,CS305,2022-23,11.3,3.8,8.2,29.1,32.1,D
202223_198,CS305,2022-23,21.8,19.4,4.7,49.0,59.8,BC
202223_199,CS305,2022-23,14.3,25.0,2.8,62.8,61.5,BC
202223_200,CS305,2022-23,12.4,17.9,7.7,57.2,59.7,BC
202223_001,ECE201,2022-23,21.8,24.6,6.7,63.1,66.2,BC
202223_002,ECE201,2022-23,24.4,20.5,6.8,57.0,64.2,BC
202223_003,ECE201,2022-23,30.0,18.2,6.1,72.0,75.6,AB
202223_004,ECE201,2022-23,30.0,23.9,9.2,85.1,87.9,A
202223_005,ECE201,2022-23,12.9,16.2,8.6,77.4,64.6,BC
202223_006,ECE201,2022-23,16.9,11.3,6.5,63.6,57.1,C
202223_007,ECE201,2022-23,25.4,23.1,10.0,87.3,82.1,A
202223_008,ECE201,2022-23,25.7,26.3,9.5,64.1,79.1,AB
202223_009,ECE201,2022-23,22.2,25.6,6.6,49.0,62.5,C
202223_010,ECE201,2022-23,25.8,26.4,8.8,81.4,87.1,A
202223_011,ECE201,2022-23,19.9,22.9,10.0,60.6,67.6,BC
202223_012,ECE201,2022-23,13.0,12.6,7.8,51.0,49.1,CD
202223_013,ECE201,2022-23,28.3,25.4,7.1,65.0,73.5,AB
202223_014,ECE201,2022-23,12.8,11.8,6.9,52.3,51.6,CD
202223_015,ECE201,2022-23,13.9,15.6,6.8,49.5,49.4,CD
202223_016,ECE201,2022-23,18.5,18.7,6.2,64.6,64.8,BC
202223_017,ECE201,2022-23,19.8,21.4,5.2,52.7,58.0,C
202223_018,ECE201,2022-23,10.2,17.3,10.0,57.5,52.1,CD
202223_019,ECE201,2022-23,16.2,19.3,8.4,46.7,53.9,CD
202223_020,ECE201,2022-23,15.1,14.7,7.3,38.0,43.3,D
202223_021,ECE201,2022-23,27.8,28.0,10.0,99.8,97.2,A
202223_022,ECE201,2022-23,22.8,15.8,8.2,51.9,56.9,C
202223_023,ECE201,2022-23,18.4,18.1,7.7,62.0,65.3,BC
202223_024,ECE201,2022-23,15.4,13.1,5.1,33.9,40.8,D
202223_025,ECE201,2022-23,18.9,17.5,10.0,84.1,75.9,AB
202223_026,ECE201,2022-23,27.4,23.4,7.5,55.5,70.7,BC
202223_027,ECE201,2022-23,13.8,17.1,4.6,47.8,51.5,CD
202223_028,ECE201,2022-23,16.9,23.1,8.4,63.9,67.0,BC
202223_029,ECE201,2022-23,21.1,21.1,10.0,59.3,65.9,BC
202223_030,ECE201,2022-23,22.1,16.0,6.4,71.0,62.9,C
202223_031,ECE201,2022-23,11.0,20.9,4.7,71.3,59.9,C
202223_032,ECE201,2022-23,25.1,21.6,10.0,81.7,80.5,AB
202223_033,ECE201,2022-23,21.8,22.8,9.0,50.5,64.2,BC
202223_034,ECE201,2022-23,18.6,18.5,8.4,47.4,56.0,C
202223_035,ECE201,2022-23,24.3,18.3,10.0,79.2,79.8,AB
202223_036,ECE201,2022-23,6.1,17.8,10.0,74.5,61.6,C
202223_037,ECE201,2022-23,19.5,15.8,10.0,40.6,53.6,CD
202223_038,ECE201,2022-23,9.1,11.1,4.0,58.1,49.5,CD
202223_039,ECE201,2022-23,6.8,20.7,7.8,49.5,51.8,CD
202223_040,ECE201,2022-23,11.7,19.5,8.8,74.4,66.7,BC
202223_041,ECE201,2022-23,24.6,18.0,9.9,62.7,68.1,BC
202223_042,ECE201,2022-23,21.2,21.0,5.7,53.5,59.0,C
202223_043,ECE201,2022-23,19.9,23.6,6.1,69.6,67.8,BC
202223_044,ECE201,2022-23,26.0,20.1,6.5,68.6,70.2,BC
202223_045,ECE201,2022-23,15.4,18.5,6.8,54.1,58.4,C
202223_046,ECE201,2022-23,23.3,19.7,9.5,53.8,64.5,BC
202223_047,ECE201,2022-23,12.6,8.9,4.8,49.4,40.5,D
202223_048,ECE201,2022-23,22.7,20.4,8.4,51.3,67.2,BC
202223_049,ECE201,2022-23,18.4,21.9,9.7,79.0,76.9,AB
202223_050,ECE201,2022-23,14.0,17.3,5.2,52.8,48.9,CD
202223_051,ECE201,2022-23,18.3,8.3,9.5,48.9,50.5,CD
202223_052,ECE201,2022-23,22.9,30.0,9.0,56.2,72.7,AB
202223_053,ECE201,2022-23,21.8,23.8,7.1,59.4,71.5,BC
202223_054,ECE201,2022-23,26.6,24.5,8.7,55.2,67.6,BC
202223_055,ECE201,2022-23,23.9,26.1,6.9,55.0,70.2,BC
202223_056,ECE201,2022-23,30.0,30.0,6.7,55.2,77.8,AB
202223_057,ECE201,2022-23,18.4,23.3,8.2,55.2,62.1,C
202223_058,ECE201,2022-23,14.4,22.2,7.0,48.3,54.8,CD
202223_059,ECE201,2022-23,23.2,22.6,7.8,49.2,60.3,C
202223_060,ECE201,2022-23,22.0,24.1,7.5,92.1,83.8,A
202223_061,ECE201,2022-23,22.6,15.3,8.7,66.0,66.9,BC
202223_062,ECE201,2022-23,18.5,16.1,9.5,51.5,60.0,C
202223_063,ECE201,2022-23,8.6,8.7,5.9,41.9,41.1,D
202223_064,ECE201,2022-23,12.5,9.2,5.1,51.5,43.4,D
202223_065,ECE201,2022-23,25.4,22.2,9.9,78.4,76.0,AB
202223_066,ECE201,2022-23,22.3,15.6,9.0,58.7,63.5,C
202223_067,ECE201,2022-23,20.5,23.5,8.6,77.9,77.5,AB
202223_068,ECE201,2022-23,27.6,21.1,10.0,57.8,72.0,BC
202223_069,ECE201,2022-23,17.5,21.4,8.0,48.8,57.5,C
202223_070,ECE201,2022-23,18.4,16.3,7.4,63.6,62.6,C
202223_071,ECE201,2022-23,26.6,30.0,6.5,82.6,89.3,A
202223_072,ECE201,2022-23,17.0,28.6,7.5,93.4,85.5,A
202223_073,ECE201,2022-23,24.0,16.8,7.8,53.4,60.8,C
202223_074,ECE201,2022-23,21.8,26.3,8.4,80.5,79.5,AB
202223_075,ECE201,2022-23,12.5,7.8,7.1,32.0,36.2,F
202223_076,ECE201,2022-23,20.3,19.4,8.9,77.3,78.1,AB
202223_077,ECE201,2022-23,23.6,15.3,8.7,47.8,58.0,C
202223_078,ECE201,2022-23,22.4,20.2,9.6,43.6,59.7,C
202223_079,ECE201,2022-23,24.0,17.8,10.0,54.3,63.8,BC
202223_080,ECE201,2022-23,13.6,17.4,9.2,44.3,54.8,CD
202223_081,ECE201,2022-23,18.9,24.0,6.3,53.3,66.4,BC
202223_082,ECE201,2022-23,20.5,28.3,7.9,73.1,78.1,AB
202223_083,ECE201,2022-23,30.0,24.0,8.4,89.4,89.3,A
202223_084,ECE201,2022-23,13.7,18.7,6.1,57.9,56.7,C
202223_085,ECE201,2022-23,17.3,23.8,8.1,79.3,69.1,BC
202223_086,ECE201,2022-23,17.7,13.6,9.9,53.3,59.3,C
202223_087,ECE201,2022-23,20.2,19.7,8.5,55.5,63.2,C
202223_088,ECE201,2022-23,18.9,29.1,8.3,79.6,81.1,A
202223_089,ECE201,2022-23,13.5,20.0,9.0,51.8,55.5,C
202223_090,ECE201,2022-23,19.2,23.6,8.2,71.7,71.7,BC
202223_091,ECE201,2022-23,20.0,16.8,5.5,76.7,67.3,BC
202223_092,ECE201,2022-23,23.8,17.5,9.2,71.3,74.9,AB
202223_093,ECE201,2022-23,20.4,14.7,5.4,38.1,46.9,D
202223_094,ECE201,2022-23,22.6,20.1,9.6,52.6,69.6,BC
202223_095,ECE201,2022-23,18.8,15.1,8.8,72.5,68.7,BC
202223_096,ECE201,2022-23,13.2,14.5,6.5,44.8,44.2,D
202223_097,ECE201,2022-23,24.8,15.6,8.9,67.8,69.4,BC
202223_098,ECE201,2022-23,26.6,16.9,6.5,71.9,69.9,BC
202223_099,ECE201,2022-23,22.2,24.4,6.3,71.3,67.5,BC
202223_100,ECE201,2022-23,18.8,23.1,6.9,64.4,71.0,BC
202223_101,ECE201,2022-23,10.1,12.8,9.0,44.3,48.1,CD
202223_102,ECE201,2022-23,12.4,13.8,10.0,52.3,54.9,CD
202223_103,ECE201,2022-23,22.9,16.1,7.0,69.8,68.4,BC
202223_104,ECE201,2022-23,20.8,17.1,7.9,62.6,61.0,C
202223_105,ECE201,2022-23,21.9,22.5,8.0,57.1,64.9,BC
202223_106,ECE201,2022-23,21.4,25.7,8.4,75.5,79.7,AB
202223_107,ECE201,2022-23,30.0,26.3,8.0,79.9,82.8,A
202223_108,ECE201,2022-23,18.0,15.1,7.7,51.5,49.1,CD
202223_109,ECE201,2022-23,25.8,23.1,6.8,57.7,67.7,BC
202223_110,ECE201,2022-23,19.5,16.3,7.5,49.8,55.9,C
202223_111,ECE201,2022-23,10.9,11.6,5.7,42.1,42.1,D
202223_112,ECE201,2022-23,24.4,27.5,10.0,77.5,85.2,A
202223_113,ECE201,2022-23,23.5,25.3,7.9,56.7,70.4,BC
202223_114,ECE201,2022-23,30.0,30.0,7.7,85.8,91.3,A
202223_115,ECE201,2022-23,22.2,16.4,7.2,58.1,65.1,BC
202223_116,ECE201,2022-23,21.2,22.2,9.8,60.9,65.4,BC
202223_117,ECE201,2022-23,30.0,25.7,10.0,48.3,72.6,AB
202223_118,ECE201,2022-23,20.2,14.5,5.3,48.2,54.0,CD
202223_119,ECE201,2022-23,27.6,30.0,6.9,69.5,77.0,AB
202223_120,ECE201,2022-23,23.1,27.9,10.0,71.9,76.2,AB
202223_121,ECE201,2022-23,27.1,30.0,5.5,69.9,76.6,AB
202223_122,ECE201,2022-23,20.1,19.6,7.0,44.1,53.9,CD
202223_123,ECE201,2022-23,23.9,25.9,8.6,79.8,83.6,A
202223_124,ECE201,2022-23,17.9,25.1,7.1,60.3,64.3,BC
202223_125,ECE201,2022-23,20.3,22.4,9.1,63.7,67.3,BC
202223_126,ECE201,2022-23,13.8,23.3,7.8,73.6,67.8,BC
202223_127,ECE201,2022-23,19.7,17.1,5.4,52.5,59.0,C
202223_128,ECE201,2022-23,17.8,20.8,7.6,61.8,64.2,BC
202223_129,ECE201,2022-23,27.8,16.2,8.6,69.0,72.0,BC
202223_130,ECE201,2022-23,19.7,19.1,7.0,42.0,53.6,CD
202223_131,ECE201,2022-23,10.3,19.9,7.7,43.2,52.7,CD
202223_132,ECE201,2022-23,18.8,9.9,8.1,55.4,53.0,CD
202223_133,ECE201,2022-23,12.7,23.5,7.6,55.4,62.7,C
202223_134,ECE201,2022-23,22.6,25.4,8.3,74.0,77.8,AB
202223_135,ECE201,2022-23,19.9,17.0,4.3,49.8,53.4,CD
202223_136,ECE201,2022-23,29.1,27.3,9.8,67.8,87.5,A
202223_137,ECE201,2022-23,13.1,16.5,7.3,46.3,47.6,CD
202223_138,ECE201,2022-23,18.7,23.9,8.6,49.1,60.7,C
202223_139,ECE201,2022-23,18.7,27.7,8.7,65.7,69.4,BC
202223_140,ECE201,2022-23,17.7,9.6,5.4,56.6,54.3,CD
202223_141,ECE201,2022-23,21.6,22.2,8.1,49.0,66.1,BC
202223_142,ECE201,2022-23,27.2,24.0,9.3,76.7,86.0,A
202223_143,ECE201,2022-23,15.1,15.9,8.5,32.1,48.2,CD
202223_144,ECE201,2022-23,21.6,17.0,8.8,54.8,61.5,C
202223_145,ECE201,2022-23,26.5,27.7,7.7,57.9,71.9,BC
202223_146,ECE201,2022-23,22.4,27.5,8.4,84.9,80.0,AB
202223_147,ECE201,2022-23,14.0,10.9,7.1,42.6,50.1,CD
202223_148,ECE201,2022-23,9.1,8.2,6.3,22.8,30.4,F
202223_149,ECE201,2022-23,17.6,19.2,10.0,42.3,54.4,CD
202223_150,ECE201,2022-23,21.3,22.7,8.4,62.9,72.5,AB
202223_151,ECE201,2022-23,25.9,22.6,10.0,70.4,75.1,AB
202223_152,ECE201,2022-23,23.1,29.0,7.0,73.4,79.5,AB
202223_153,ECE201,2022-23,18.5,22.8,9.1,60.7,66.6,BC
202223_154,ECE201,2022-23,19.3,24.9,7.7,73.8,75.7,AB
202223_155,ECE201,2022-23,19.3,22.6,7.4,57.9,64.0,BC
202223_156,ECE201,2022-23,17.2,10.6,7.0,60.2,52.0,CD
202223_157,ECE201,2022-23,21.1,25.4,9.8,59.5,70.8,BC
202223_158,ECE201,2022-23,26.3,25.8,10.0,54.6,74.7,AB
202223_159,ECE201,2022-23,14.2,16.8,6.9,34.7,44.9,D
202223_160,ECE201,2022-23,23.9,23.2,6.7,60.2,70.1,BC
202223_161,ECE201,2022-23,13.0,16.7,7.8,54.8,52.3,CD
202223_162,ECE201,2022-23,28.3,20.9,7.4,74.6,77.5,AB
202223_163,ECE201,2022-23,26.7,23.3,9.8,70.5,76.8,AB
202223_164,ECE201,2022-23,19.6,19.6,7.0,46.8,58.4,C
202223_165,ECE201,2022-23,21.1,21.7,10.0,69.6,73.4,AB
202223_166,ECE201,2022-23,22.0,20.0,9.6,47.7,63.2,C
202223_167,ECE201,2022-23,19.1,19.3,6.5,82.1,75.9,AB
202223_168,ECE201,2022-23,26.0,30.0,9.0,73.2,84.6,A
202223_169,ECE201,2022-23,23.5,18.4,5.2,54.5,61.1,C
202223_170,ECE201,2022-23,19.3,22.8,5.4,67.8,64.8,BC
202223_171,ECE201,2022-23,17.3,23.9,7.7,41.6,55.9,C
202223_172,ECE201,2022-23,14.6,18.1,6.7,45.2,49.8,CD
202223_173,ECE201,2022-23,25.0,18.1,7.7,55.2,63.2,C
202223_174,ECE201,2022-23,23.2,14.2,6.8,66.9,64.2,BC
202223_175,ECE201,2022-23,16.2,18.4,9.9,76.1,68.6,BC
202223_176,ECE201,2022-23,24.8,15.9,9.9,71.9,68.1,BC
202223_177,ECE201,2022-23,21.8,27.5,6.3,90.3,82.7,A
202223_178,ECE201,2022-23,30.0,25.7,7.4,50.9,70.5,BC
202223_179,ECE201,2022-23,19.0,24.6,6.5,73.7,69.1,BC
202223_180,ECE201,2022-23,16.3,18.4,10.0,74.0,70.2,BC
202223_181,ECE201,2022-23,22.1,15.9,9.3,56.8,67.8,BC
202223_182,ECE201,2022-23,17.4,20.3,6.2,45.5,56.7,C
202223_183,ECE201,2022-23,6.4,14.7,7.2,34.8,42.8,D
202223_184,ECE201,2022-23,17.4,20.4,10.0,79.6,75.9,AB
202223_185,ECE201,2022-23,28.7,20.7,9.6,64.6,77.7,AB
202223_186,ECE201,2022-23,21.9,29.7,6.1,67.5,72.4,AB
202223_187,ECE201,2022-23,25.3,21.4,7.7,79.7,77.0,AB
202223_188,ECE201,2022-23,20.9,23.4,7.7,52.8,56.7,C
202223_189,ECE201,2022-23,11.1,19.9,6.5,44.7,52.5,CD
202223_190,ECE201,2022-23,13.3,24.6,8.5,24.8,50.0,CD
202223_191,ECE201,2022-23,16.2,8.6,6.8,46.8,45.3,D
202223_192,ECE201,2022-23,22.6,26.7,8.5,71.4,76.5,AB
202223_193,ECE201,2022-23,18.3,18.4,9.5,58.5,61.3,C
202223_194,ECE201,2022-23,20.1,21.6,6.2,59.9,65.0,BC
202223_195,ECE201,2022-23,22.4,20.0,6.3,53.0,63.9,BC
202223_196,ECE201,2022-23,16.0,20.6,7.4,70.2,62.6,C
202223_197,ECE201,2022-23,16.1,17.7,8.5,49.5,56.8,C
202223_198,ECE201,2022-23,15.8,30.0,7.0,75.0,74.3,AB
202223_199,ECE201,2022-23,12.5,23.7,6.5,42.1,52.0,CD
202223_200,ECE201,2022-23,21.3,15.1,8.6,59.9,64.0,BC
202324_001,CS301,2023-24,17.8,21.3,5.0,50.2,58.1,C
202324_002,CS301,2023-24,15.1,15.9,7.5,49.1,48.2,CD
202324_003,CS301,2023-24,27.2,17.1,8.4,33.1,56.3,C
202324_004,CS301,2023-24,30.0,28.1,9.2,91.8,93.2,A
202324_005,CS301,2023-24,19.1,25.4,8.2,59.4,69.3,BC
202324_006,CS301,2023-24,27.0,26.5,6.3,61.0,74.5,AB
202324_007,CS301,2023-24,10.0,11.9,5.3,31.5,39.6,D
202324_008,CS301,2023-24,18.5,19.5,6.6,62.5,66.6,BC
202324_009,CS301,2023-24,27.6,25.4,8.6,74.2,84.5,A
202324_010,CS301,2023-24,17.2,20.5,7.7,46.3,59.6,C
202324_011,CS301,2023-24,28.0,25.7,9.6,74.1,83.2,A
202324_012,CS301,2023-24,29.2,27.5,10.0,65.6,80.7,A
202324_013,CS301,2023-24,22.2,16.1,7.4,60.8,65.5,BC
202324_014,CS301,2023-24,13.9,20.3,10.0,36.3,52.8,CD
202324_015,CS301,2023-24,10.6,16.0,9.0,31.9,41.9,D
202324_016,CS301,2023-24,6.0,10.1,4.8,44.1,38.5,D
202324_017,CS301,2023-24,18.0,12.8,10.0,35.7,48.3,CD
202324_018,CS301,2023-24,14.6,25.4,10.0,43.3,56.2,C
202324_019,CS301,2023-24,18.2,21.3,6.1,58.1,64.7,BC
202324_020,CS301,2023-24,24.2,18.1,8.3,52.3,62.8,BC
202324_021,CS301,2023-24,23.5,14.3,4.3,77.5,73.3,AB
202324_022,CS301,2023-24,14.1,11.3,6.8,65.2,52.3,CD
202324_023,CS301,2023-24,14.4,20.7,9.6,39.3,51.3,CD
202324_024,CS301,2023-24,30.0,24.0,8.2,74.2,81.4,A
202324_025,CS301,2023-24,26.9,22.2,8.5,78.8,83.5,A
202324_026,CS301,2023-24,15.5,19.1,4.9,46.5,52.3,CD
202324_027,CS301,2023-24,15.5,17.5,9.7,47.2,56.1,C
202324_028,CS301,2023-24,24.9,29.4,9.9,67.6,77.1,AB
202324_029,CS301,2023-24,20.6,23.3,4.7,52.4,57.3,C
202324_030,CS301,2023-24,21.3,21.4,8.6,64.0,69.8,BC
202324_031,CS301,2023-24,18.1,14.6,3.6,57.6,50.8,CD
202324_032,CS301,2023-24,21.4,11.6,9.2,58.9,59.4,C
202324_033,CS301,2023-24,17.9,12.5,8.0,45.3,52.1,CD
202324_034,CS301,2023-24,13.0,16.6,6.4,66.8,57.1,C
202324_035,CS301,2023-24,16.7,18.4,4.9,58.3,61.5,C
202324_036,CS301,2023-24,25.4,20.2,8.2,52.2,67.8,BC
202324_037,CS301,2023-24,21.6,18.0,10.0,78.3,71.6,AB
202324_038,CS301,2023-24,19.2,17.9,3.7,40.0,46.1,CD
202324_039,CS301,2023-24,13.8,19.1,7.7,46.6,47.2,CD
202324_040,CS301,2023-24,21.1,22.0,8.8,56.9,64.1,BC
202324_041,CS301,2023-24,22.6,15.1,7.9,61.4,65.6,BC
202324_042,CS301,2023-24,12.4,15.8,10.0,45.1,50.3,CD
202324_043,CS301,2023-24,12.5,2.7,5.6,50.1,42.0,D
202324_044,CS301,2023-24,24.6,24.7,8.1,53.9,64.1,BC
202324_045,CS301,2023-24,21.6,26.9,7.4,93.4,88.4,A
202324_046,CS301,2023-24,14.8,9.8,8.6,48.2,47.8,CD
202324_047,CS301,2023-24,25.0,19.5,8.2,67.8,71.8,AB
202324_048,CS301,2023-24,26.2,21.5,9.4,73.3,77.6,AB
202324_049,CS301,2023-24,17.0,13.7,10.0,93.2,73.9,AB
202324_050,CS301,2023-24,26.1,23.5,8.6,55.3,66.4,BC
202324_051,CS301,2023-24,17.6,18.7,9.3,48.4,60.1,C
202324_052,CS301,2023-24,18.1,23.6,8.4,51.2,62.8,BC
202324_053,CS301,2023-24,30.0,15.9,6.5,61.7,70.6,AB
202324_054,CS301,2023-24,23.4,19.4,10.0,47.9,63.3,BC
202324_055,CS301,2023-24,13.0,8.7,6.6,47.7,45.3,CD
202324_056,CS301,2023-24,5.7,10.3,10.0,63.3,48.0,CD
202324_057,CS301,2023-24,24.9,14.7,7.2,60.7,63.3,BC
202324_058,CS301,2023-24,13.8,23.2,10.0,54.6,61.9,BC
202324_059,CS301,2023-24,20.5,21.0,10.0,63.6,74.4,AB
202324_060,CS301,2023-24,15.3,17.4,8.3,61.1,62.3,BC
202324_061,CS301,2023-24,27.4,20.2,9.2,56.3,72.9,AB
202324_062,CS301,2023-24,21.9,13.7,6.7,76.0,69.9,BC
202324_063,CS301,2023-24,18.8,18.8,9.0,78.1,71.3,AB
202324_064,CS301,2023-24,12.9,14.9,4.4,43.6,45.0,CD
202324_065,CS301,2023-24,15.0,12.5,6.6,53.7,52.3,CD
202324_066,CS301,2023-24,14.5,17.8,5.0,56.4,52.4,CD
202324_067,CS301,2023-24,21.6,17.6,6.1,73.9,68.2,BC
202324_068,CS301,2023-24,25.0,19.1,9.3,54.9,65.6,BC
202324_069,CS301,2023-24,16.5,15.6,7.5,38.3,52.1,CD
202324_070,CS301,2023-24,25.9,20.9,10.0,55.9,63.9,BC
202324_071,CS301,2023-24,26.3,27.1,10.0,81.5,89.4,A
202324_072,CS301,2023-24,23.3,19.2,5.8,67.9,65.8,BC
202324_073,CS301,2023-24,18.0,19.1,8.1,42.8,50.8,CD
202324_074,CS301,2023-24,24.2,17.6,10.0,74.4,78.0,AB
202324_075,CS301,2023-24,16.1,10.1,9.5,41.1,49.3,CD
202324_076,CS301,2023-24,18.7,21.1,8.6,47.3,61.8,BC
202324_077,CS301,2023-24,21.3,22.3,7.2,60.5,68.5,BC
202324_078,CS301,2023-24,24.7,21.1,7.3,64.9,75.4,AB
202324_079,CS301,2023-24,15.2,18.8,6.3,56.6,58.7,C
202324_080,CS301,2023-24,19.0,20.2,7.7,41.0,54.0,C
202324_081,CS301,2023-24,12.9,16.0,7.8,44.6,50.3,CD
202324_082,CS301,2023-24,21.9,12.6,8.3,62.4,65.7,BC
202324_083,CS301,2023-24,21.1,14.1,9.0,47.3,54.3,C
202324_084,CS301,2023-24,21.4,16.4,8.1,52.5,57.9,C
202324_085,CS301,2023-24,13.2,18.8,7.4,51.4,53.6,C
202324_086,CS301,2023-24,15.4,28.4,6.5,46.6,53.6,C
202324_087,CS301,2023-24,19.1,21.9,8.2,52.3,62.1,BC
202324_088,CS301,2023-24,19.5,11.2,4.9,70.7,55.9,C
202324_089,CS301,2023-24,17.1,14.0,4.3,34.5,42.4,D
202324_090,CS301,2023-24,17.6,24.4,6.8,56.3,65.1,BC
202324_091,CS301,2023-24,18.9,20.3,9.4,69.7,69.2,BC
202324_092,CS301,2023-24,20.7,11.7,5.3,84.2,73.2,AB
202324_093,CS301,2023-24,20.6,22.8,7.8,44.6,55.5,C
202324_094,CS301,2023-24,15.3,17.0,7.0,50.0,56.5,C
202324_095,CS301,2023-24,22.3,21.9,10.0,68.4,75.3,AB
202324_096,CS301,2023-24,26.2,24.9,7.5,62.8,68.7,BC
202324_097,CS301,2023-24,12.3,20.4,8.2,43.3,58.4,C
202324_098,CS301,2023-24,15.0,24.3,9.0,47.1,58.6,C
202324_099,CS301,2023-24,18.4,19.4,6.4,58.9,58.9,C
202324_100,CS301,2023-24,21.8,22.2,6.8,54.5,59.9,C
202324_101,CS301,2023-24,18.9,25.0,9.3,69.0,72.5,AB
202324_102,CS301,2023-24,9.4,10.2,7.7,48.7,44.8,CD
202324_103,CS301,2023-24,23.6,21.8,3.8,64.1,66.4,BC
202324_104,CS301,2023-24,24.0,14.0,5.6,54.7,57.6,C
202324_105,CS301,2023-24,9.8,21.9,6.6,50.0,54.3,C
202324_106,CS301,2023-24,15.7,11.6,5.0,44.6,44.6,CD
202324_107,CS301,2023-24,20.0,28.2,10.0,55.4,65.0,BC
202324_108,CS301,2023-24,19.2,18.4,7.7,47.2,56.0,C
202324_109,CS301,2023-24,20.0,15.1,9.8,51.9,53.2,C
202324_110,CS301,2023-24,25.2,30.0,8.9,62.7,77.9,AB
202324_111,CS301,2023-24,20.5,27.6,10.0,41.6,60.4,C
202324_112,CS301,2023-24,20.8,20.3,8.1,64.8,68.3,BC
202324_113,CS301,2023-24,20.5,21.6,10.0,65.0,73.8,AB
202324_114,CS301,2023-24,24.4,20.6,8.1,76.4,74.0,AB
202324_115,CS301,2023-24,25.2,21.5,5.3,72.9,75.5,AB
202324_116,CS301,2023-24,19.7,14.3,7.4,40.2,49.1,CD
202324_117,CS301,2023-24,30.0,29.8,10.0,55.9,82.2,A
202324_118,CS301,2023-24,13.8,16.8,6.9,76.0,64.4,BC
202324_119,CS301,2023-24,26.7,11.5,10.0,84.5,75.6,AB
202324_120,CS301,2023-24,11.0,13.6,7.1,40.0,45.2,CD
202324_121,CS301,2023-24,25.4,19.2,8.3,64.1,69.0,BC
202324_122,CS301,2023-24,26.3,25.5,10.0,68.1,76.4,AB
202324_123,CS301,2023-24,17.0,17.0,7.1,60.8,59.0,C
202324_124,CS301,2023-24,23.0,21.6,3.8,48.3,57.6,C
202324_125,CS301,2023-24,13.5,20.5,8.0,29.1,48.6,CD
202324_126,CS301,2023-24,8.9,15.9,8.0,33.6,36.5,D
202324_127,CS301,2023-24,11.5,12.6,5.5,45.2,44.2,D
202324_128,CS301,2023-24,21.8,19.4,8.6,47.5,61.4,C
202324_129,CS301,2023-24,27.8,22.4,5.9,65.1,72.5,AB
202324_130,CS301,2023-24,20.9,17.1,9.5,50.4,63.3,BC
202324_131,CS301,2023-24,22.8,20.4,10.0,47.2,62.2,BC
202324_132,CS301,2023-24,13.6,20.8,6.3,65.7,61.6,C
202324_133,CS301,2023-24,22.1,29.9,10.0,71.1,81.7,A
202324_134,CS301,2023-24,14.2,21.0,6.8,49.1,55.1,C
202324_135,CS301,2023-24,20.5,18.0,7.7,70.9,67.8,BC
202324_136,CS301,2023-24,20.1,23.3,7.6,64.3,69.9,BC
202324_137,CS301,2023-24,26.8,19.8,10.0,84.0,81.5,A
