id,user_id,semester,grade,marks,session,subject_name,course_code,credits
9e6d41df-f32f-4c6e-b152-3e1de86ee217,7131bc92-b068-4e23-bb4e-59c7bb3c3657,SEM3,C,41.8,2023-2024 I,OOP,CS214,4.0
7340f7cc-b369-49cc-bf54-cfbbdeccbaa2,cd37c246-5d94-4500-9e76-884dc4cda002,SEM3,BC,51.2,2023-2024 I,OOP,CS214,4.0
c2a0880e-f1e0-47c3-a032-619ebf2680de,e8718a7a-fc70-4779-add3-5a9a1c8cfbc7,SEM3,CD,33.3,2023-2024 I,OOP,CS214,4.0
b5cb5f70-b401-4b75-80fa-5fa9dc41b75a,6920b863-150d-488f-ab47-3a66e99f0649,SEM3,B,53.3,2023-2024 I,OOP,CS214,4.0
a2eab3d2-919f-4899-bd22-da3d833cbe57,2b8586e0-41b7-4d5e-af7a-904af1b66aaa,SEM3,AB,66.5,2023-2024 I,OOP,CS214,4.0
b3c03a93-1356-4167-822d-9d0d7baa4d4c,c795f387-d667-477c-9263-fa02cbf79767,SEM3,F,16.2,2023-2024 I,OOP,CS214,4.0
934d3d67-6d54-42de-9e28-de825ab619f9,19324a44-05bd-496d-9e1c-72e7254661c9,SEM3,D,18.1,2023-2024 I,OOP,CS214,4.0
ddc4c6cd-c11d-4486-a818-ce18c483ce4d,6e192b5f-6852-41f4-9d75-6e474165f718,SEM3,BC,54.5,2024-2025 I,DAA,CS215,4.0
4eed80db-2ce1-4866-a391-e04838fcd173,cb4db016-ba31-49ff-946f-501d5767291e,SEM3,BC,51.2,2024-2025 I,DAA,CS215,4.0
2340feec-ce79-45a5-8f46-f6eb87b0694b,0a0ecbd9-ebef-4a77-88b7-89a88283285c,SEM3,D,34.2,2024-2025 I,DAA,CS215,4.0
ee78ad4c-fed8-4001-8a39-05656a75ed83,322cc68c-daf6-4700-8880-5998712edcbe,SEM3,D,31.4,2024-2025 I,DAA,CS215,4.0
ce154f26-c3d8-4437-9d1b-4292f92542a5,c8f5b867-b091-4cf6-aeb5-6826b664df3c,SEM3,D,36.6,2024-2025 I,DAA,CS215,4.0
27894bd5-371a-474b-8742-f4689526b78e,aec4dffc-0f2a-4fcf-8c0f-f34ed12351e0,SEM3,A,68.4,2024-2025 I,DAA,CS215,4.0
9e16fd0e-499e-4e20-a231-e47dc781860e,1f39f95c-4e9b-4b39-97c8-f16d8a79663d,SEM3,D,33.7,2024-2025 I,DAA,CS215,4.0
e8061bcb-1594-4746-9638-177cc3dfe933,705abff4-547e-4e68-a658-4c0a1d4ad7bc,SEM3,CD,38.6,2024-2025 I,DAA,CS215,4.0
a0cdcf03-ec5d-42a2-9309-dc32d9638e2e,8bb49bd7-9b18-44bf-a138-eb7ba0ab53ac,SEM3,BC,58.7,2024-2025 I,DAA,CS215,4.0
7607b102-551e-4e1d-b8ff-514286220eda,823f47d2-5e29-4c33-b5d4-4b4e2c8c9561,SEM3,C,42.7,2024-2025 I,DAA,CS215,4.0
d05bc4e0-9ec5-4c25-ba8b-ba3833667984,ab76cb43-0073-49df-ac5b-d7175b2e6919,SEM3,D,33.2,2024-2025 I,DAA,CS215,4.0
070d94a8-0fb2-422b-a256-9872f904d819,b1c82773-7fb2-47fb-980f-194414430310,SEM3,A,64.9,2024-2025 I,DAA,CS215,4.0
e79e14cb-cc4e-4dee-97ae-742826252cd5,15255cc0-507a-4f8c-a7c0-1d7a097d38a1,SEM3,BC,50.6,2024-2025 I,DAA,CS215,4.0
1eb41a4e-7268-45e2-863f-e92cf184c1bd,73451edb-cf17-4b08-be1d-ae2687743118,SEM3,CD,37.2,2024-2025 I,DAA,CS215,4.0
71af0438-28fe-4367-8170-533b85108178,242c5043-905c-4c6c-a1c0-ca9963ad4098,SEM3,C,41.2,2024-2025 I,DAA,CS215,4.0
1260b5a7-bef6-402b-9af7-c47816130f23,4920df45-792f-43a6-b841-914b42ad75c0,SEM3,BC,58.4,2024-2025 I,DAA,CS215,4.0
ef5e6759-0941-4e44-880f-c3e2933bc110,60a3fd6e-1d11-4291-9c3c-82df61ec9697,SEM3,C,41.5,2024-2025 I,DAA,CS215,4.0
26b87392-5f7c-4009-9702-fdbb61e1ee82,71737d63-6cee-4121-84d6-2b34879d9d3e,SEM3,BC,49.7,2024-2025 I,DAA,CS215,4.0
b94e010e-f4d4-4317-aa59-7fc09e62e4f4,cfe67b95-bed3-4e75-9f77-260704c16ee7,SEM3,BC,58.0,2024-2025 I,DAA,CS215,4.0
b4105b1a-0215-4f6f-bc66-ebdbba0d237d,fb8116d2-9c58-438c-81d1-0e40cc677a94,SEM3,BC,59.4,2024-2025 I,DAA,CS215,4.0
1819f2fa-9516-4c76-a749-c62dcb78e1ec,0802971e-da83-41d1-bec9-d51f7a02813e,SEM3,F,22.3,2024-2025 I,DAA,CS215,4.0
11fb2bbc-cdfd-4ba3-98b7-cc9f1e0f34e0,bb77fcbf-946b-4ca9-887d-6490743ea18f,SEM3,CD,40.0,2024-2025 I,DAA,CS215,4.0
d0185be0-6f17-4483-a35e-c4cdce7c36cb,fc614031-0f97-406e-b1d6-9b0a1bbc3dc2,SEM3,C,42.0,2024-2025 I,DAA,CS215,4.0
69924dca-f960-449d-bc6d-fbd58843899c,aae5a35b-e138-4f1c-ba7a-ccdb8ba6aa3f,SEM3,BC,47.8,2024-2025 I,DAA,CS215,4.0
ab8950d4-dc48-467a-8e21-8229599424f6,5dd5d9e4-85f8-4932-b90f-2676fcc677c2,SEM3,BC,56.5,2024-2025 I,DAA,CS215,4.0
d79af5fd-96c7-4626-80e3-3ce36608f1a0,568e39ca-5caf-47cd-aa44-4148a824d9b0,SEM3,B,61.7,2024-2025 I,DAA,CS215,4.0
3887efda-9060-4835-9ca2-1ffc29f9b2a1,aa6b543a-e291-48c8-af23-9f72e572c8c3,SEM3,CD,40.5,2024-2025 I,DAA,CS215,4.0
f6325e8b-2d1c-4a01-8cda-22b74b1707d5,62dc9ff4-d0fe-47b0-a516-7d30c3dff830,SEM3,D,32.0,2024-2025 I,DAA,CS215,4.0
674f7d46-f1b0-4a99-9f1a-def5f8c30889,8a3709cf-431c-4499-84d4-b4f9f0043121,SEM3,BC,49.0,2024-2025 I,DAA,CS215,4.0
672ace7f-1c39-4640-b271-38de77a437fc,0db7cdf5-615e-421b-aa07-cf7c8d42a6a2,SEM3,CD,38.7,2024-2025 I,DAA,CS215,4.0
d41530e2-d847-4f12-aee6-17c29fdf1145,2286db45-c5c4-4a8e-8094-9c0f87a658f7,SEM3,A,69.2,2024-2025 I,DAA,CS215,4.0
474a5b94-d6ad-419d-8420-6f04932eac18,b9b74e99-e7db-4608-b182-4db7fac0ea75,SEM3,BC,51.3,2024-2025 I,DAA,CS215,4.0
c5dbc6d4-3779-4e15-97b8-4d5b248981b3,53868088-29e0-4f5a-8171-d8d0d9ff3492,SEM3,BC,47.3,2024-2025 I,DAA,CS215,4.0
6ce0fb42-c22e-4fdc-87ec-2d191353d99f,42f01c82-3965-4531-b749-64cd152f2953,SEM3,BC,59.6,2024-2025 I,DAA,CS215,4.0
64536226-c5de-4223-835a-53d782605b77,beb35dc7-58eb-4b0c-9cab-be4324693fd7,SEM3,CD,38.0,2024-2025 I,DAA,CS215,4.0
93a871c4-2b96-4f3f-a82d-41790ddbfc59,96119da4-8e82-41b1-b9b5-ae3f52cb362f,SEM3,C,42.2,2024-2025 I,DAA,CS215,4.0
cd0abbc1-06c1-462d-82c0-fab1e553f2c9,2fc561c9-483b-4970-9c4a-267a405b9480,SEM3,C,44.3,2024-2025 I,DAA,CS215,4.0
d093e45b-2d14-4dce-a91d-656c6047e22b,2c5a7d1f-52b3-4063-8451-98283fc661ea,SEM3,BC,55.2,2024-2025 I,DAA,CS215,4.0
a98f61b2-817a-49a8-87b0-4b0af5d4f6d5,64ca1001-a76c-42b8-95d8-366502fd447e,SEM3,B,63.7,2024-2025 I,DAA,CS215,4.0
c3d9850b-5807-40b9-b83a-1c5141751e25,badc5f0a-bc5f-4d64-b2fa-a6c498bec314,SEM3,BC,57.0,2024-2025 I,DAA,CS215,4.0
ed521fe2-8829-4091-8cba-c2ca45d3b51a,18554c6c-7b4e-4cb6-8915-0a33f3fe99cc,SEM3,BC,56.6,2024-2025 I,DAA,CS215,4.0
8c974e52-638d-41cc-b479-6c822cb02161,a26b8c79-7b43-4637-aa86-cfcf4bad993c,SEM3,C,43.7,2024-2025 I,DAA,CS215,4.0
4343362d-a5f3-4faf-b8fb-3ec9c7ac63c5,67f69915-6452-401e-bcb3-15dbb3244293,SEM3,BC,51.6,2024-2025 I,DAA,CS215,4.0
7ae38bc7-385a-408b-aeb5-aab225647ec2,94ccb14e-acb7-46ac-9fe1-147e73a3a492,SEM3,C,43.7,2024-2025 I,DAA,CS215,4.0
2e859cff-2f75-4eda-a24f-13eac5ba9cc8,07eb8f16-5be6-4f3e-99ee-263fd64b8021,SEM3,B,61.8,2024-2025 I,DAA,CS215,4.0
069dd5a0-4d28-4aad-bb25-4f146b188f4a,711ac822-9059-490f-8252-4d96feba4091,SEM3,CD,38.5,2024-2025 I,DAA,CS215,4.0
1836912d-fe27-454f-8ca9-8ca168a19875,1b75d23e-73ae-44d4-95a4-0b5adae3aead,SEM3,C,45.7,2024-2025 I,DAA,CS215,4.0
ce8f29ac-89f5-46c2-95a8-d77cc59ba759,cb5fd174-ddc8-4b82-aaf9-823435be45cd,SEM3,BC,49.8,2024-2025 I,DAA,CS215,4.0
3a076161-7ed9-45fe-8472-e3530ec66d2f,aa75c945-f2ba-4e9a-8ddb-14242bea9834,SEM3,BC,56.9,2024-2025 I,DAA,CS215,4.0
9f314772-3088-4d15-a4e3-bae4ab7cf060,2dd29847-ac46-4dc2-92f6-ee568de54acf,SEM3,CD,37.2,2024-2025 I,DAA,CS215,4.0
fc0e08b6-e85f-4805-906a-3dff9640fd6d,84907166-bfb1-43a1-be36-43b7bf0166d4,SEM3,C,43.7,2024-2025 I,DAA,CS215,4.0
af130669-ca54-42cc-b44e-760331a1eb9b,3f50c0fb-8bfa-4173-8ac4-5ddf6994aa11,SEM3,D,35.9,2024-2025 I,DAA,CS215,4.0
6ba936be-1cd2-4203-981d-d3a415bc8d35,8987b6d2-0925-42fd-bc03-c32e8acf258a,SEM3,D,29.2,2024-2025 I,DAA,CS215,4.0
6604ff61-08c4-45e9-bee3-a45515249d5b,414f4aa8-d0cf-4ac7-8d86-f8e78ac600e9,SEM3,B,60.9,2024-2025 I,DAA,CS215,4.0
ac1f42db-3ad8-448e-9514-9a87b13fc402,330c750c-afdf-4175-a5ec-de5f940919db,SEM3,BC,52.6,2024-2025 I,DAA,CS215,4.0
04d345d4-6361-431a-98e5-872c5d9fbb84,b9547162-10a1-44d0-b063-d52239fcc0c2,SEM3,D,27.1,2024-2025 I,DAA,CS215,4.0
3dc658ed-390f-4590-a533-29081a2187ef,f71a1d26-a962-4cc1-b59a-a3e712cfcdf1,SEM3,D,33.9,2024-2025 I,DAA,CS215,4.0
a2c3a5b9-2a64-4b4e-8d54-cbf833efd2bb,dbbb5f13-3392-46b6-9f9a-885a2dbd54aa,SEM3,BC,53.9,2024-2025 I,DAA,CS215,4.0
c8664239-b9e8-4d29-a217-ae39204362e2,a588dcea-dcea-41ba-9bf4-24411e30960c,SEM3,CD,38.7,2024-2025 I,DAA,CS215,4.0
15b13df0-0eed-4569-817e-80f2a689af4c,2dbd810a-9b05-411f-874c-97d7d1f56236,SEM3,D,32.9,2024-2025 I,DAA,CS215,4.0
afe5ca55-c37c-43b6-a103-1406bc960292,588c39d7-9474-4bd5-964a-5d6b2d82b324,SEM3,B,62.9,2024-2025 I,DAA,CS215,4.0
648e7357-a94b-4b25-b653-dbe07dbebc71,6dcd7d44-212b-4148-9922-209c56e5f03d,SEM3,CD,40.3,2024-2025 I,DAA,CS215,4.0
b90e9853-1d88-4773-a63c-8b402cdca8b9,5db738c5-cfcc-4bbd-92b3-084126aebaf8,SEM3,C,41.7,2024-2025 I,DAA,CS215,4.0
46c2666f-d74b-4dd9-9dc1-c525a8aa8d9e,2d38da1c-b75a-46be-b7ec-e28b395d30fe,SEM3,BC,53.9,2024-2025 I,DAA,CS215,4.0
efed67d3-f277-4264-8fa4-3a5839bbfeee,ea668ede-69ef-4858-82be-46b9d26f72df,SEM3,CD,37.3,2024-2025 I,DAA,CS215,4.0
d9a047ef-ea5a-4c6a-bd8e-e7b55ffe6895,e9c524a8-f78a-45d3-bfa0-36b2c614cae0,SEM3,C,46.8,2024-2025 I,DAA,CS215,4.0
b4caf2cb-eeaf-4727-8a7e-e0c3974e1e74,2a6c038a-d601-4bae-9d8e-8b12f3b95ca2,SEM3,BC,48.6,2024-2025 I,DAA,CS215,4.0
b590daab-6a70-4145-afe4-eabbccb81ddf,25877101-349a-4e67-ab8a-121d1c37a0f0,SEM3,BC,56.2,2024-2025 I,DAA,CS215,4.0
c2ae718c-ce83-41c3-a5f2-0a6d25f39bd0,64f17afb-5a90-4cfa-a9fc-587ee93ca12a,SEM3,D,36.8,2024-2025 I,DAA,CS215,4.0
518cb441-25d7-4764-9ed4-3f9be5225a3e,3f26f3da-22f0-421a-917b-48c2750dd195,SEM3,B,60.6,2024-2025 I,DAA,CS215,4.0
bacbbca3-e78c-4913-9c94-5fcd897cb0bf,e63b6082-c081-43d4-ba8f-532a7f2b4187,SEM3,BC,50.9,2024-2025 I,DAA,CS215,4.0
f844157f-551d-4aae-96b3-312ed1deb599,e7f7b5b9-9b9f-45ef-b8d9-60ebb36b4408,SEM3,A,69.9,2024-2025 I,DAA,CS215,4.0
ca951df2-6df6-4449-b616-dab15a06418c,90f37b0f-ad85-4011-8e47-1dd11ed41d96,SEM3,BC,49.4,2024-2025 I,DAA,CS215,4.0
4bbe566a-7155-4730-9338-7a7f819aa632,0d984276-52ab-4dc1-a18b-38cca2ceffbd,SEM3,CD,39.5,2024-2025 I,DAA,CS215,4.0
0cf01d49-57a0-4611-803d-373567ce2321,ab7f4f3c-895f-4a7c-9772-af2f53450420,SEM3,CD,39.5,2024-2025 I,DAA,CS215,4.0
86a188f3-7bfb-47c8-adaf-a6949f916c7c,463569a7-3260-429f-9a93-c6cabbe40fa7,SEM3,D,31.7,2024-2025 I,DAA,CS215,4.0
8ee01927-8800-4fed-9be1-02ef6f6ea6e6,6bec31f3-073b-4cce-a980-3d1860b5918e,SEM3,C,46.3,2024-2025 I,DAA,CS215,4.0
4301ed27-de0c-42a5-9038-1435351ace91,94f92b00-14f2-4f94-9bfe-8b4298233078,SEM3,C,45.5,2024-2025 I,DAA,CS215,4.0
c23a5533-0586-4c95-a7ef-5665c0055bc8,bd2c9d4b-4c8a-43cd-89e1-f6e07fff11af,SEM3,BC,58.0,2024-2025 I,DAA,CS215,4.0
ee6ca6fd-9f5d-4cc8-8f1e-123ffcb6a815,de28e6c6-9a4f-43b7-a53f-2f5059fdc694,SEM3,BC,47.4,2024-2025 I,DAA,CS215,4.0
f4edec8a-029e-43ad-97ae-fa63852f152e,60fc19e8-981e-4789-b54d-4097b768d8cd,SEM3,D,35.3,2024-2025 I,DAA,CS215,4.0
cd194b1b-fc14-4720-b9d7-da48fb3feae6,5944e074-4f93-41bb-8426-046e6a5afb5d,SEM3,BC,59.7,2024-2025 I,DAA,CS215,4.0
021646e3-b0e1-41a5-aaff-78c02f41276f,e2e1e4fe-bf19-427c-82ed-fc39959fbaa0,SEM3,CD,40.6,2024-2025 I,DAA,CS215,4.0
48f161a1-9699-49bb-8e7d-0df50b72d757,21029863-4788-44b3-a035-6a4811bce67f,SEM3,BC,49.8,2024-2025 I,DAA,CS215,4.0
0bd039a4-0952-4715-ab82-562dfc01a7ae,a8069672-4c01-4b29-8846-f316e5774b62,SEM3,A,65.3,2024-2025 I,DAA,CS215,4.0
310b96b1-fe2e-4a36-abf6-a8191bb94254,118afc1e-567e-45a0-8375-d45cc595d15c,SEM3,AB,65.4,2024-2025 I,DBMS,CS213,4.0
31b67010-107c-4981-81bb-55ee7a52b2a2,bd1fdc7d-9f03-43d2-b202-b2568fec7462,SEM3,D,35.2,2024-2025 I,DBMS,CS213,4.0
d50e6748-d47e-4e52-a0b1-122e0ace0e01,c9b73390-a61f-48a5-b3f6-5866d8799bb8,SEM3,C,44.5,2024-2025 I,DBMS,CS213,4.0
b78d88ac-9eb3-4328-a15d-e5f549aad7ca,4faa28f3-ed96-43d3-995a-a3772f3580dc,SEM3,AB,66.4,2024-2025 I,DBMS,CS213,4.0
b4ab207f-f925-436c-8b2f-ed040ce9e3ce,c598df74-fd66-4505-930d-1aed65e1a1a7,SEM3,B,61.0,2024-2025 I,DBMS,CS213,4.0
f496d930-42e7-46e4-9cb6-becd98ece292,2693342c-3517-4dd2-a432-db0449258cf9,SEM3,BC,54.4,2024-2025 I,DBMS,CS213,4.0
a93fff6b-31a6-4e6c-8a1a-5b4e6cc84494,d0f94349-c8c5-4aac-ae72-0396ae5b0bac,SEM3,B,59.5,2024-2025 I,DBMS,CS213,4.0
eb6f5e7c-3328-49f3-b33b-731a4418d754,fd8da635-7adb-4a1f-be92-af3e9b070c36,SEM3,F,13.6,2024-2025 I,DBMS,CS213,4.0
f02682ed-0d57-494e-84a8-30531153cdd2,4bb3a034-777a-41df-9993-fb069a57b440,SEM3,CD,41.7,2024-2025 I,DBMS,CS213,4.0
8e92a201-9e1b-40eb-9787-1d0e31bdd929,c4c893b5-2499-4efc-bc83-eb2d262e76eb,SEM3,F,24.4,2024-2025 I,DBMS,CS213,4.0
0146b708-cc0d-4467-809a-185168c11187,26a68800-8904-4bc3-8c42-ebcd9644eb11,SEM3,D,36.4,2024-2025 I,DBMS,CS213,4.0
548b29f5-4f6f-4b9f-afec-fc86d26df1d5,2b639264-b070-44ae-9213-7aebda4eac7b,SEM3,CD,40.2,2024-2025 I,DBMS,CS213,4.0
7e61d0de-0e43-4b49-aa30-7fcee095d768,318e0961-5898-4238-915f-4eb252b18b7c,SEM3,BC,53.1,2024-2025 I,DBMS,CS213,4.0
af687d69-d9b8-4945-a7a8-01be6dd78f0c,17a100e2-1c6d-42f2-96d3-d50fcf1b1397,SEM3,AB,63.6,2024-2025 I,DBMS,CS213,4.0
2703018c-2f76-4ed3-a4d5-1ee6b4a777e6,74e79d8a-0824-4454-b653-de15af3f9d6b,SEM3,B,57.7,2024-2025 I,DBMS,CS213,4.0
06b9d6eb-86c0-487b-8eef-40e9fefa5355,6aaada75-46ad-4d53-98f5-07586dde70be,SEM3,BC,49.9,2024-2025 I,DBMS,CS213,4.0
078850db-c29e-449e-89a6-ef1a763e3cb8,08d4821c-9459-4039-a039-03d5edb0f6ae,SEM3,CD,40.4,2024-2025 I,DBMS,CS213,4.0
c395cb5f-3338-40ca-ac1b-6551568ca75b,84bc149b-7b79-44e8-bec2-7b68e45fdd97,SEM3,AB,65.0,2024-2025 I,DBMS,CS213,4.0
67951e9c-a77c-4a13-951a-3b0852646581,7148ff1f-12f8-404c-83fb-3dfc2c46daeb,SEM3,BC,49.6,2024-2025 I,DBMS,CS213,4.0
e45492f8-f707-4d20-ad9b-bb61a7fa9cfb,4eb8eee2-7adc-42b4-adc1-bae80c3f05e8,SEM3,F,18.9,2024-2025 I,DBMS,CS213,4.0
b00a9370-d96d-4ec0-a096-e0dd2b330f2a,aa81166d-3992-4f81-a343-c058eb74ff50,SEM3,C,44.5,2024-2025 I,DBMS,CS213,4.0
85e0de9f-9299-4bc7-9804-cf7afd8bb50a,940ff3b5-8021-480a-a303-41441761a2aa,SEM3,BC,53.0,2024-2025 I,DBMS,CS213,4.0
39edad64-9e07-4a78-a264-fc561cabf461,28006952-ba1a-4c11-b833-fd4a56228550,SEM3,D,30.9,2024-2025 I,DBMS,CS213,4.0
c9bd7057-a986-4a27-a89e-b1411b76b90a,74997d97-3f10-4fdf-bb89-1062586a28c0,SEM3,BC,48.7,2024-2025 I,DBMS,CS213,4.0
320ceb24-3db3-4b4a-adee-10751f3118e0,9309d0c0-7b82-440d-b1f3-1c0f4f91ef57,SEM3,A,68.2,2024-2025 I,DBMS,CS213,4.0
54c26ee1-63ab-4954-a268-7b1d20a2f4b6,13fe4a29-8cfe-4a0f-b72e-c419a98844c0,SEM3,CD,41.4,2024-2025 I,DBMS,CS213,4.0
c2a02574-7cc3-4728-9149-878e045774ea,02db79c7-0061-45b9-9537-ac9efd732344,SEM3,C,44.4,2024-2025 I,DBMS,CS213,4.0
74cc13d5-98b7-49d6-8a24-27c62791d2fc,71b43bd1-17c2-4511-ad07-cfea3d8c16cd,SEM3,C,44.6,2024-2025 I,DBMS,CS213,4.0
36230d8a-cff2-42e7-8ed3-da95b52a718c,335b5568-a0e9-4847-9786-f63413db4616,SEM3,D,30.5,2024-2025 I,DBMS,CS213,4.0
3d3ee32d-21c3-4242-bb70-bbf5630ce6ff,318f5c5f-11e6-4c37-9a46-894fb6c31658,SEM3,D,37.9,2024-2025 I,DBMS,CS213,4.0
d31459c5-a621-47eb-be5f-d855284b6102,d3f8b35f-fb80-41de-83db-25cbe54d44ae,SEM3,D,29.8,2024-2025 I,DBMS,CS213,4.0
a9a4885c-6487-4aa8-b2e0-676b87038e29,c3ec568d-5b3c-43a7-9d78-8b5b1661ca38,SEM3,CD,40.6,2024-2025 I,DBMS,CS213,4.0
4723afc3-d7b2-494b-b617-fbd1fdf8a61c,ddac7e60-ffa9-4e6e-9557-caeacbeefcef,SEM3,D,32.8,2024-2025 I,DBMS,CS213,4.0
85b6cfcf-d942-44ec-a59e-77b0428525e4,dc3643ca-e5ef-4afa-b33b-daca84b2addc,SEM3,B,59.5,2024-2025 I,DBMS,CS213,4.0
eb33cff3-fac2-4d01-86e4-2865e3933c77,b1f8df66-7c7e-4501-83ef-58d2d3f38956,SEM3,C,43.2,2024-2025 I,DBMS,CS213,4.0
e2117984-430b-403c-a300-7f5bbf7b0687,b265e9f5-bdf1-49e1-ac36-b8f3fbe6bd7a,SEM3,B,57.7,2024-2025 I,DBMS,CS213,4.0
0770604e-bd9e-45a2-a833-0f99fcd436ca,edb92a55-fd79-478e-b3f0-165aced1fa1e,SEM3,D,25.8,2024-2025 I,DBMS,CS213,4.0
b3606b53-e7a5-4af2-b684-376ffa12c6b6,9d6cb5f9-906a-4be3-9049-7c30ab009cb0,SEM3,C,44.5,2024-2025 I,DBMS,CS213,4.0
1f662bb5-85a3-478b-b88d-67025dcbba2c,7f5bc7e0-fa61-48a5-8128-f658bd178661,SEM3,BC,53.5,2024-2025 I,DBMS,CS213,4.0
977bbf3f-ffb5-46b7-97cd-cafbd2e30be1,1cface1f-198e-4a53-90c7-c35be130b19d,SEM3,B,55.3,2024-2025 I,DBMS,CS213,4.0
721cef43-d9c5-4f75-ba41-009005ebf705,f25dca0a-9fe9-44e1-ba3f-e4e504abb0c0,SEM3,D,35.4,2024-2025 I,DBMS,CS213,4.0
406505c2-4662-4961-988a-42b9ed2e051e,6a52eb00-0069-423f-9ae2-6af526cc3e4f,SEM3,C,43.2,2024-2025 I,DBMS,CS213,4.0
14929c54-1e80-4ed9-a79d-7e4479b2db1a,a6dbbd9c-79fd-4135-9bb4-bde42c7710c1,SEM3,C,46.5,2024-2025 I,DBMS,CS213,4.0
791924ce-5a01-4805-8ee0-46d25d786643,a7c998f0-4da5-4d69-9117-331f2fde7f30,SEM3,CD,39.6,2024-2025 I,DBMS,CS213,4.0
3a5bc828-c3f8-4a45-afb2-5d230d41c181,4f2e641e-04d1-486c-8d79-c1c0989fa4ee,SEM3,CD,38.5,2024-2025 I,DBMS,CS213,4.0
9ba1516a-2571-42cb-a45a-7d560c3b46bd,ce9159dd-6b7d-420b-ad2c-b08cccc6c508,SEM3,BC,52.7,2024-2025 I,DBMS,CS213,4.0
f0b94836-1ec0-4069-b623-56c422fcd32a,6bde4be8-c918-4b6a-8f32-469a33e24ae7,SEM3,D,26.9,2024-2025 I,DBMS,CS213,4.0
ce52f39d-6c50-4b6d-a3ac-3e0313c58203,17190705-816a-4417-9aec-d171f9b1a83f,SEM3,F,17.4,2024-2025 I,DBMS,CS213,4.0
fb820c1c-b792-4c80-8ced-1deb2e5cff12,898ee391-fcd7-48a6-a47b-dd3932fb3ffd,SEM3,D,37.4,2024-2025 I,DBMS,CS213,4.0
05d2a1f7-cd4f-4013-9c83-24d193a2fee6,dc5d2f8a-fe58-4189-b8d8-a63602ed0472,SEM3,BC,49.1,2024-2025 I,DBMS,CS213,4.0
a24b35e8-3cb5-49ca-9739-de44d8cf08af,b27e81e0-6548-4408-966e-8ab45627bcc8,SEM3,F,10.2,2024-2025 I,DBMS,CS213,4.0
21764ab9-37c7-492f-a23f-527ade95cc50,b9425db6-6b42-41c3-8759-0a13fa1f3090,SEM3,AB,65.3,2024-2025 I,DBMS,CS213,4.0
302578a4-83d4-4879-9ee2-3677d195ed05,4bc19b70-8383-4646-ac98-9a98c072da4b,SEM3,C,46.3,2024-2025 I,DBMS,CS213,4.0
1046a456-14d6-418b-9bc1-858360a945c5,549b1240-1a49-45e2-b23c-9b5f84b99444,SEM3,BC,53.7,2024-2025 I,DBMS,CS213,4.0
f7bc1be3-b8b9-47af-aa56-fe5fe9fc9f06,ff0ea56f-597d-4c3b-99ca-e21e04cafdd4,SEM3,D,32.2,2024-2025 I,DBMS,CS213,4.0
ba454ae1-a565-43ac-b1c3-fb17c9d5ea07,257cb875-1356-44ea-a32b-4aba37a9667a,SEM3,C,44.3,2024-2025 I,DBMS,CS213,4.0
556a621c-de25-4980-ad79-a57f47b5a519,cd237122-49d9-4ace-8584-93fde44d5fb7,SEM3,A,72.5,2024-2025 I,DBMS,CS213,4.0
c6f6cdd1-f4bb-4f3a-8ea5-1aa0b71bd397,8c38104b-2f84-4189-874b-dda8eba314e7,SEM3,A,73.1,2024-2025 I,DBMS,CS213,4.0
15c3a38e-f371-47f5-a3dd-7d49bab841d6,5e89879e-ddb0-4ac3-afa8-166f76f11f2f,SEM3,BC,54.5,2024-2025 I,DBMS,CS213,4.0
f012012a-edcd-45e1-b9d0-918ce343e12a,050bb9f5-4c8c-4f9e-b766-09100f49b933,SEM3,CD,40.8,2024-2025 I,DBMS,CS213,4.0
2ddb6cde-4ee5-4e9d-b6b7-85523776ae9b,afdedfd5-17bc-4711-98c0-4d91fd17e36f,SEM3,C,43.4,2024-2025 I,DBMS,CS213,4.0
2f6ecfd1-9ce2-43b0-a76c-b0e031b626ff,122f4096-58e2-468f-842e-84eb1f79c85c,SEM3,AB,65.0,2024-2025 I,DBMS,CS213,4.0
42e20a65-0f56-41a0-ac3d-694492a18f6a,8270cf15-69b0-426d-8910-4ba1b76b4259,SEM3,D,34.2,2024-2025 I,DBMS,CS213,4.0
afb488d4-42fc-4c0e-90db-6b28a27ee1ae,662f13fe-3547-434e-bc05-016cf99ece3e,SEM3,D,30.9,2024-2025 I,DBMS,CS213,4.0
174f9d85-e683-4bba-a264-f1684fe1b910,58bb8d4c-1e81-471b-a811-45170b203c7e,SEM3,CD,42.9,2024-2025 I,DBMS,CS213,4.0
59347674-3bd0-4e7a-935e-a6b6e4b9fbf0,62c43fa6-61ef-468f-b986-b0bf8baaecba,SEM3,B,58.7,2024-2025 I,DBMS,CS213,4.0
5b8f3dd9-b9c9-4d7e-a622-9e0874d22cfa,7a2423f4-2b80-4d67-96af-23bc8b50993b,SEM3,D,28.7,2024-2025 I,DBMS,CS213,4.0
a9ae7b6b-51e0-4fc1-85b1-0cd9befdb2bf,29ce64eb-395a-438f-a98d-a1a074639e9f,SEM3,BC,50.3,2024-2025 I,DBMS,CS213,4.0
cdc575f5-fbb4-4a8a-a238-6fc6c436cbe0,b3b5a0f2-019e-4aef-9330-3644afd850c7,SEM3,BC,50.5,2024-2025 I,DBMS,CS213,4.0
